monitor,uniqueID,date,day,position,dose,anoxia,bins60,counts60,cum.day
1,Rep.B,8/28/2018,1,t14,20,a,20:00,40,254
1,Rep.B,8/28/2018,1,t14,20,a,21:00,19,273
1,Rep.B,8/28/2018,1,t14,20,a,22:00,0,273
1,Rep.B,8/28/2018,1,t14,20,a,23:00,0,273
1,Rep.B,8/28/2018,1,t14,20,a,0:00,0,273
1,Rep.B,8/28/2018,1,t15,0,n,1:00,0,0
1,Rep.B,8/28/2018,1,t15,0,n,2:00,0,0
1,Rep.B,8/28/2018,1,t15,0,n,3:00,0,0
1,Rep.B,8/28/2018,1,t15,0,n,4:00,0,0
1,Rep.B,8/28/2018,1,t15,0,n,5:00,0,0
1,Rep.B,8/28/2018,1,t15,0,n,6:00,0,0
1,Rep.B,8/28/2018,1,t15,0,n,7:00,0,0
1,Rep.B,8/28/2018,1,t15,0,n,8:00,0,0
1,Rep.B,8/28/2018,1,t15,0,n,9:00,0,0
1,Rep.B,8/28/2018,1,t15,0,n,10:00,0,0
1,Rep.B,8/28/2018,1,t15,0,n,11:00,0,0
1,Rep.B,8/28/2018,1,t15,0,n,12:00,0,0
1,Rep.B,8/28/2018,1,t15,0,n,13:00,68,68
1,Rep.B,8/28/2018,1,t15,0,n,14:00,0,68
1,Rep.B,8/28/2018,1,t15,0,n,15:00,0,68
1,Rep.B,8/28/2018,1,t15,0,n,16:00,50,118
1,Rep.B,8/28/2018,1,t15,0,n,17:00,44,162
1,Rep.B,8/28/2018,1,t15,0,n,18:00,62,224
1,Rep.B,8/28/2018,1,t15,0,n,19:00,61,285
1,Rep.B,8/28/2018,1,t15,0,n,20:00,50,335
1,Rep.B,8/28/2018,1,t15,0,n,21:00,98,433
1,Rep.B,8/28/2018,1,t15,0,n,22:00,6,439
1,Rep.B,8/28/2018,1,t15,0,n,23:00,129,568
1,Rep.B,8/28/2018,1,t15,0,n,0:00,14,582
1,Rep.B,8/28/2018,1,t16,50,a,1:00,0,0
1,Rep.B,8/28/2018,1,t16,50,a,2:00,0,0
1,Rep.B,8/28/2018,1,t16,50,a,3:00,0,0
1,Rep.B,8/28/2018,1,t16,50,a,4:00,0,0
1,Rep.B,8/28/2018,1,t16,50,a,5:00,0,0
1,Rep.B,8/28/2018,1,t16,50,a,6:00,0,0
1,Rep.B,8/28/2018,1,t16,50,a,7:00,0,0
1,Rep.B,8/28/2018,1,t16,50,a,8:00,0,0
1,Rep.B,8/28/2018,1,t16,50,a,9:00,0,0
1,Rep.B,8/28/2018,1,t16,50,a,10:00,0,0
1,Rep.B,8/28/2018,1,t16,50,a,11:00,0,0
1,Rep.B,8/28/2018,1,t16,50,a,12:00,0,0
1,Rep.B,8/28/2018,1,t16,50,a,13:00,6,6
1,Rep.B,8/28/2018,1,t16,50,a,14:00,0,6
1,Rep.B,8/28/2018,1,t16,50,a,15:00,0,6
1,Rep.B,8/28/2018,1,t16,50,a,16:00,0,6
1,Rep.B,8/28/2018,1,t16,50,a,17:00,6,12
1,Rep.B,8/28/2018,1,t16,50,a,18:00,15,27
1,Rep.B,8/28/2018,1,t16,50,a,19:00,14,41
1,Rep.B,8/28/2018,1,t16,50,a,20:00,4,45
1,Rep.B,8/28/2018,1,t16,50,a,21:00,0,45
1,Rep.B,8/28/2018,1,t16,50,a,22:00,0,45
1,Rep.B,8/28/2018,1,t16,50,a,23:00,0,45
1,Rep.B,8/28/2018,1,t16,50,a,0:00,0,45
1,Rep.B,8/28/2018,1,t17,50,n,1:00,0,0
1,Rep.B,8/28/2018,1,t17,50,n,2:00,0,0
1,Rep.B,8/28/2018,1,t17,50,n,3:00,0,0
1,Rep.B,8/28/2018,1,t17,50,n,4:00,0,0
1,Rep.B,8/28/2018,1,t17,50,n,5:00,0,0
1,Rep.B,8/28/2018,1,t17,50,n,6:00,0,0
1,Rep.B,8/28/2018,1,t17,50,n,7:00,0,0
1,Rep.B,8/28/2018,1,t17,50,n,8:00,0,0
1,Rep.B,8/28/2018,1,t17,50,n,9:00,0,0
1,Rep.B,8/28/2018,1,t17,50,n,10:00,0,0
1,Rep.B,8/28/2018,1,t17,50,n,11:00,0,0
1,Rep.B,8/28/2018,1,t17,50,n,12:00,0,0
1,Rep.B,8/28/2018,1,t17,50,n,13:00,18,18
1,Rep.B,8/28/2018,1,t17,50,n,14:00,0,18
1,Rep.B,8/28/2018,1,t17,50,n,15:00,20,38
1,Rep.B,8/28/2018,1,t17,50,n,16:00,16,54
1,Rep.B,8/28/2018,1,t17,50,n,17:00,12,66
1,Rep.B,8/28/2018,1,t17,50,n,18:00,31,97
1,Rep.B,8/28/2018,1,t17,50,n,19:00,27,124
1,Rep.B,8/28/2018,1,t17,50,n,20:00,18,142
1,Rep.B,8/28/2018,1,t17,50,n,21:00,10,152
1,Rep.B,8/28/2018,1,t17,50,n,22:00,0,152
1,Rep.B,8/28/2018,1,t17,50,n,23:00,0,152
1,Rep.B,8/28/2018,1,t17,50,n,0:00,0,152
1,Rep.B,8/28/2018,1,t18,0,n,1:00,0,0
1,Rep.B,8/28/2018,1,t18,0,n,2:00,0,0
1,Rep.B,8/28/2018,1,t18,0,n,3:00,0,0
1,Rep.B,8/28/2018,1,t18,0,n,4:00,0,0
1,Rep.B,8/28/2018,1,t18,0,n,5:00,0,0
1,Rep.B,8/28/2018,1,t18,0,n,6:00,0,0
1,Rep.B,8/28/2018,1,t18,0,n,7:00,0,0
1,Rep.B,8/28/2018,1,t18,0,n,8:00,0,0
1,Rep.B,8/28/2018,1,t18,0,n,9:00,0,0
1,Rep.B,8/28/2018,1,t18,0,n,10:00,0,0
1,Rep.B,8/28/2018,1,t18,0,n,11:00,0,0
1,Rep.B,8/28/2018,1,t18,0,n,12:00,0,0
1,Rep.B,8/28/2018,1,t18,0,n,13:00,3,3
1,Rep.B,8/28/2018,1,t18,0,n,14:00,18,21
1,Rep.B,8/28/2018,1,t18,0,n,15:00,14,35
1,Rep.B,8/28/2018,1,t18,0,n,16:00,17,52
1,Rep.B,8/28/2018,1,t18,0,n,17:00,15,67
1,Rep.B,8/28/2018,1,t18,0,n,18:00,22,89
1,Rep.B,8/28/2018,1,t18,0,n,19:00,21,110
1,Rep.B,8/28/2018,1,t18,0,n,20:00,14,124
1,Rep.B,8/28/2018,1,t18,0,n,21:00,26,150
1,Rep.B,8/28/2018,1,t18,0,n,22:00,0,150
1,Rep.B,8/28/2018,1,t18,0,n,23:00,12,162
1,Rep.B,8/28/2018,1,t18,0,n,0:00,0,162
1,Rep.B,8/28/2018,1,t19,0,a,1:00,0,0
1,Rep.B,8/28/2018,1,t19,0,a,2:00,0,0
1,Rep.B,8/28/2018,1,t19,0,a,3:00,0,0
1,Rep.B,8/28/2018,1,t19,0,a,4:00,0,0
1,Rep.B,8/28/2018,1,t19,0,a,5:00,0,0
1,Rep.B,8/28/2018,1,t19,0,a,6:00,0,0
1,Rep.B,8/28/2018,1,t19,0,a,7:00,0,0
1,Rep.B,8/28/2018,1,t19,0,a,8:00,0,0
1,Rep.B,8/28/2018,1,t19,0,a,9:00,0,0
1,Rep.B,8/28/2018,1,t19,0,a,10:00,0,0
1,Rep.B,8/28/2018,1,t19,0,a,11:00,0,0
1,Rep.B,8/28/2018,1,t19,0,a,12:00,0,0
1,Rep.B,8/28/2018,1,t19,0,a,13:00,4,4
1,Rep.B,8/28/2018,1,t19,0,a,14:00,1,5
1,Rep.B,8/28/2018,1,t19,0,a,15:00,0,5
1,Rep.B,8/28/2018,1,t19,0,a,16:00,13,18
1,Rep.B,8/28/2018,1,t19,0,a,17:00,8,26
1,Rep.B,8/28/2018,1,t19,0,a,18:00,17,43
1,Rep.B,8/28/2018,1,t19,0,a,19:00,26,69
1,Rep.B,8/28/2018,1,t19,0,a,20:00,3,72
1,Rep.B,8/28/2018,1,t19,0,a,21:00,3,75
1,Rep.B,8/28/2018,1,t19,0,a,22:00,0,75
1,Rep.B,8/28/2018,1,t19,0,a,23:00,2,77
1,Rep.B,8/28/2018,1,t19,0,a,0:00,0,77
1,Rep.B,8/28/2018,1,t2,100,a,1:00,0,0
1,Rep.B,8/28/2018,1,t2,100,a,2:00,0,0
1,Rep.B,8/28/2018,1,t2,100,a,3:00,0,0
1,Rep.B,8/28/2018,1,t2,100,a,4:00,0,0
1,Rep.B,8/28/2018,1,t2,100,a,5:00,0,0
1,Rep.B,8/28/2018,1,t2,100,a,6:00,0,0
1,Rep.B,8/28/2018,1,t2,100,a,7:00,0,0
1,Rep.B,8/28/2018,1,t2,100,a,8:00,0,0
1,Rep.B,8/28/2018,1,t2,100,a,9:00,0,0
1,Rep.B,8/28/2018,1,t2,100,a,10:00,0,0
1,Rep.B,8/28/2018,1,t2,100,a,11:00,0,0
1,Rep.B,8/28/2018,1,t2,100,a,12:00,0,0
1,Rep.B,8/28/2018,1,t2,100,a,13:00,9,9
1,Rep.B,8/28/2018,1,t2,100,a,14:00,1,10
1,Rep.B,8/28/2018,1,t2,100,a,15:00,4,14
1,Rep.B,8/28/2018,1,t2,100,a,16:00,7,21
1,Rep.B,8/28/2018,1,t2,100,a,17:00,5,26
1,Rep.B,8/28/2018,1,t2,100,a,18:00,18,44
1,Rep.B,8/28/2018,1,t2,100,a,19:00,16,60
1,Rep.B,8/28/2018,1,t2,100,a,20:00,7,67
1,Rep.B,8/28/2018,1,t2,100,a,21:00,36,103
1,Rep.B,8/28/2018,1,t2,100,a,22:00,0,103
1,Rep.B,8/28/2018,1,t2,100,a,23:00,0,103
1,Rep.B,8/28/2018,1,t2,100,a,0:00,0,103
1,Rep.B,8/28/2018,1,t20,50,a,1:00,0,0
1,Rep.B,8/28/2018,1,t20,50,a,2:00,0,0
1,Rep.B,8/28/2018,1,t20,50,a,3:00,0,0
1,Rep.B,8/28/2018,1,t20,50,a,4:00,0,0
1,Rep.B,8/28/2018,1,t20,50,a,5:00,0,0
1,Rep.B,8/28/2018,1,t20,50,a,6:00,0,0
1,Rep.B,8/28/2018,1,t20,50,a,7:00,0,0
1,Rep.B,8/28/2018,1,t20,50,a,8:00,0,0
1,Rep.B,8/28/2018,1,t20,50,a,9:00,0,0
1,Rep.B,8/28/2018,1,t20,50,a,10:00,0,0
